timestamp,product,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3,mid_price,profit_and_loss
300,Z,2997,6,2996,24,2995,25,2999,6,3000,24,3001,25,2998.36,0
300,PRODUCT_C,14278,6,14277,28,14276,30,14281,6,14282,28,14283,30,14279.79,0
300,PRODUCT_D,9999,12,9998,22,9997,5,10002,12,10003,22,10004,5,10000.66,0
300,PRODUCT_D_OPTION,461,9,460,8,459,14,463,9,464,8,465,14,462.81,0
300,PRODUCT_E,2002,17,2001,10,2000,17,2004,17,2005,10,2006,17,2003.09,0
400,PRODUCT_A,9998,7,9997,12,9996,17,10000,7,10001,12,10002,17,9999.62,0
400,PRODUCT_B,4996,19,4995,7,4994,16,4998,19,4999,7,5000,16,4997.42,0
400,X,1503,19,1502,19,1501,25,1504,19,1505,19,1506,25,1504.47,0
400,Y,801,22,800,19,799,8,802,22,803,19,804,8,802.19,0
400,Z,2998,7,2997,10,2996,8,3000,7,3001,10,3002,8,2999.63,0
400,PRODUCT_C,14263,17,14262,29,14261,18,14266,17,14267,29,14268,18,14264.82,0
400,PRODUCT_D,9999,11,9998,17,9997,15,10002,11,10003,17,10004,15,10001.49,0
400,PRODUCT_D_OPTION,418,7,417,15,416,15,420,7,421,15,422,15,419.67,0
400,PRODUCT_E,2002,20,2001,11,2000,20,2004,20,2005,11,2006,20,2003.5,0
500,PRODUCT_A,9994,8,9993,13,9992,19,9996,8,9997,13,9998,19,9995.51,0
500,PRODUCT_B,4995,6,4994,9,4993,20,4997,6,4998,9,4999,20,4996.15,0
500,X,1505,9,1504,25,1503,11,1506,9,1507,25,1508,11,1505.72,0
500,Y,801,15,800,23,799,6,802,15,803,23,804,6,801.84,0
500,Z,2999,24,2998,17,2997,6,3001,24,3002,17,3003,6,3000.79,0
500,PRODUCT_C,14297,30,14296,16,14295,30,14300,30,14301,16,14302,30,14298.77,0
500,PRODUCT_D,10001,18,10000,20,9999,11,10004,18,10005,20,10006,11,10002.85,0
500,PRODUCT_D_OPTION,399,6,398,11,397,5,401,6,402,11,403,5,400.32,0
500,PRODUCT_E,2003,18,2002,13,2001,13,2005,18,2006,13,2007,13,2004.46,0
600,PRODUCT_A,9999,10,9998,7,9997,9,10001,10,10002,7,10003,9,10001.0,0
600,PRODUCT_B,4996,7,4995,13,4994,17,4998,7,4999,13,5000,17,4997.71,0
600,X,1508,7,1507,14,1506,27,1509,7,1510,14,1511,27,1509.11,0
600,Y,800,19,799,18,798,21,801,19,802,18,803,21,801.02,0
600,Z,3001,11,3000,13,2999,10,3003,11,3004,13,3005,10,3002.19,0
600,PRODUCT_C,14336,6,14335,7,14334,18,14339,6,14340,7,14341,18,14337.8,0
600,PRODUCT_D,9997,15,9996,14,9995,10,10000,15,10001,14,10002,10,9999.0,0
600,PRODUCT_D_OPTION,399,11,398,16,397,18,401,11,402,16,403,18,400.65,0
600,PRODUCT_E,2005,20,2004,20,2003,10,2007,20,2008,20,2009,10,2006.54,0
700,PRODUCT_A,9998,18,9997,16,9996,17,10000,18,10001,16,10002,17,9999.2,0
700,PRODUCT_B,4997,5,4996,11,4995,7,4999,5,5000,11,5001,7,4998.09,0
700,X,1509,28,1508,26,1507,23,1510,28,1511,26,1512,23,1510.48,0
700,Y,803,24,802,9,801,15,804,24,805,9,806,15,803.61,0
700,Z,3002,15,3001,5,3000,9,3004,15,3005,5,3006,9,3003.68,0
700,PRODUCT_C,14291,19,14290,9,14289,20,14294,19,14295,9,14296,20,14292.9,0
700,PRODUCT_D,9999,15,9998,8,9997,18,10002,15,10003,8,10004,18,10001.13,0
700,PRODUCT_D_OPTION,385,13,384,5,383,19,387,13,388,5,389,19,386.76,0
700,PRODUCT_E,2010,9,2009,19,2008,8,2012,9,2013,19,2014,8,2011.15,0
800,PRODUCT_A,9998,6,9997,11,9996,11,10000,6,10001,11,10002,11,9999.35,0
800,PRODUCT_B,4998,18,4997,10,4996,17,5000,18,5001,10,5002,17,4999.04,0
800,X,1512,11,1511,16,1510,11,1513,11,1514,16,1515,11,1512.88,0
800,Y,804,11,803,26,802,23,805,11,806,26,807,23,804.91,0
800,Z,3004,5,3003,16,3002,16,3006,5,3007,16,3008,16,3005.17,0
800,PRODUCT_C,14298,5,14297,14,14296,14,14301,5,14302,14,14303,14,14300.24,0
800,PRODUCT_D,9998,21,9997,8,9996,20,10001,21,10002,8,10003,20,10000.11,0
800,PRODUCT_D_OPTION,428,19,427,18,426,18,430,19,431,18,432,18,429.98,0
800,PRODUCT_E,2009,16,2008,16,2007,18,2011,16,2012,16,2013,18,2010.77,0
900,PRODUCT_A,9999,15,9998,8,9997,10,10001,15,10002,8,10003,10,10000.35,0
900,PRODUCT_B,4999,19,4998,18,4997,16,5001,19,5002,18,5003,16,5000.31,0
900,X,1510,10,1509,22,1508,24,1511,10,1512,22,1513,24,1510.61,0
900,Y,804,10,803,22,802,18,805,10,806,22,807,18,804.54,0
900,Z,3001,17,3000,14,2999,18,3003,17,3004,14,3005,18,3002.35,0
900,PRODUCT_C,14256,25,14255,14,14254,27,14259,25,14260,14,14261,27,14257.58,0
900,PRODUCT_D,9999,24,9998,8,9997,7,10002,24,10003,8,10004,7,10001.41,0
900,PRODUCT_D_OPTION,446,8,445,7,444,5,448,8,449,7,450,5,447.78,0
900,PRODUCT_E,2016,18,2015,8,2014,20,2018,18,2019,8,2020,20,2017.23,0
1000,PRODUCT_A,9999,8,9998,19,9997,6,10001,8,10002,19,10003,6,10000.7,0
1000,PRODUCT_B,4997,14,4996,18,4995,11,4999,14,5000,18,5001,11,4998.51,0
1000,X,1509,12,1508,29,1507,19,1510,12,1511,29,1512,19,1509.5,0
1000,Y,805,22,804,17,803,8,806,22,807,17,808,8,805.8,0
1000,Z,3001,11,3000,20,2999,8,3003,11,3004,20,3005,8,3002.68,0
1000,PRODUCT_C,14260,16,14259,30,14258,19,14263,16,14264,30,14265,19,14261.67,0
1000,PRODUCT_D,9995,18,9994,25,9993,17,9998,18,9999,25,10000,17,9996.8,0
1000,PRODUCT_D_OPTION,419,5,418,16,417,12,421,5,422,16,423,12,420.56,0
1000,PRODUCT_E,2012,14,2011,13,2010,13,2014,14,2015,13,2016,13,2013.69,0
1100,PRODUCT_A,10002,14,10001,18,10000,12,10004,14,10005,18,10006,12,10003.49,0
1100,PRODUCT_B,4996,5,4995,18,4994,6,4998,5,4999,18,5000,6,4997.02,0
1100,X,1507,5,1506,5,1505,9,1508,5,1509,5,1510,9,1508.37,0
1100,Y,805,30,804,16,803,21,806,30,807,16,808,21,806.37,0
1100,Z,2999,24,2998,15,2997,15,3001,24,3002,15,3003,15,3000.54,0
1100,PRODUCT_C,14207,10,14206,23,14205,18,14210,10,14211,23,14212,18,14209.23,0
1100,PRODUCT_D,9994,12,9993,22,9992,17,9997,12,9998,22,9999,17,9995.93,0
1100,PRODUCT_D_OPTION,464,11,463,17,462,6,466,11,467,17,468,6,465.46,0
1100,PRODUCT_E,2014,18,2013,9,2012,17,2016,18,2017,9,2018,17,2015.98,0
1200,PRODUCT_A,10000,10,9999,17,9998,15,10002,10,10003,17,10004,15,10001.97,0
1200,PRODUCT_B,4993,10,4992,18,4991,12,4995,10,4996,18,4997,12,4994.57,0
1200,X,1503,8,1502,27,1501,30,1504,8,1505,27,1506,30,1504.36,0
1200,Y,805,9,804,21,803,8,806,9,807,21,808,8,806.19,0
1200,Z,2998,25,2997,23,2996,17,3000,25,3001,23,3002,17,2999.11,0
1200,PRODUCT_C,14153,29,14152,25,14151,13,14156,29,14157,25,14158,13,14155.12,0
1200,PRODUCT_D,9991,22,9990,10,9989,15,9994,22,9995,10,9996,15,9992.53,0
1200,PRODUCT_D_OPTION,493,11,492,7,491,7,495,11,496,7,497,7,494.41,0
1200,PRODUCT_E,2010,5,2009,18,2008,5,2012,5,2013,18,2014,5,2011.69,0
1300,PRODUCT_A,9999,9,9998,5,9997,7,10001,9,10002,5,10003,7,10000.33,0
1300,PRODUCT_B,4993,17,4992,5,4991,9,4995,17,4996,5,4997,9,4994.23,0
1300,X,1503,19,1502,25,1501,25,1504,19,1505,25,1506,25,1504.47,0
1300,Y,806,29,805,16,804,10,807,29,808,16,809,10,806.89,0
1300,Z,2997,12,2996,25,2995,12,2999,12,3000,25,3001,12,2998.91,0
1300,PRODUCT_C,14168,14,14167,11,14166,22,14171,14,14172,11,14173,22,14169.65,0
1300,PRODUCT_D,9990,12,9989,17,9988,13,9993,12,9994,17,9995,13,9992.24,0
1300,PRODUCT_D_OPTION,499,6,498,13,497,7,501,6,502,13,503,7,500.32,0
1300,PRODUCT_E,2006,9,2005,5,2004,8,2008,9,2009,5,2010,8,2007.43,0
1400,PRODUCT_A,9996,8,9995,19,9994,8,9998,8,9999,19,10000,8,9997.79,0
1400,PRODUCT_B,4992,8,4991,9,4990,14,4994,8,4995,9,4996,14,4993.99,0
1400,X,1506,13,1505,10,1504,7,1507,13,1508,10,1509,7,1506.56,0
1400,Y,807,7,806,20,805,16,808,7,809,20,810,16,808.17,0
1400,Z,2999,11,2998,17,2997,8,3001,11,3002,17,3003,8,3000.69,0
1400,PRODUCT_C,14192,20,14191,30,14190,5,14195,20,14196,30,14197,5,14193.99,0
1400,PRODUCT_D,9991,18,9990,7,9989,20,9994,18,9995,7,9996,20,9992.6,0
1400,PRODUCT_D_OPTION,487,7,486,11,485,18,489,7,490,11,491,18,488.27,0
1400,PRODUCT_E,2007,17,2006,15,2005,19,2009,17,2010,15,2011,19,2008.69,0
1500,PRODUCT_A,9995,10,9994,10,9993,14,9997,10,9998,10,9999,14,9996.96,0
1500,PRODUCT_B,4993,5,4992,10,4991,6,4995,5,4996,10,4997,6,4994.34,0
1500,X,1505,8,1504,15,1503,16,1506,8,1507,15,1508,16,1505.76,0
1500,Y,807,20,806,24,805,24,808,20,809,24,810,24,807.95,0
1500,Z,3000,22,2999,5,2998,10,3002,22,3003,5,3004,10,3001.18,0
1500,PRODUCT_C,14250,21,14249,28,14248,13,14253,21,14254,28,14255,13,14251.61,0
1500,PRODUCT_D,9991,8,9990,11,9989,24,9994,8,9995,11,9996,24,9993.41,0
1500,PRODUCT_D_OPTION,549,5,548,5,547,9,551,5,552,5,553,9,550.53,0
1500,PRODUCT_E,2009,11,2008,16,2007,8,2011,11,2012,16,2013,8,2010.85,0
1600,PRODUCT_A,9999,11,9998,5,9997,15,10001,11,10002,5,10003,15,10000.74,0
1600,PRODUCT_B,4991,9,4990,12,4989,7,4993,9,4994,12,4995,7,4992.88,0
1600,X,1505,28,1504,27,1503,9,1506,28,1507,27,1508,9,1506.05,0
1600,Y,805,13,804,13,803,20,806,13,807,13,808,20,806.08,0
1600,Z,3000,11,2999,7,2998,16,3002,11,3003,7,3004,16,3001.53,0
1600,PRODUCT_C,14248,27,14247,22,14246,25,14251,27,14252,22,14253,25,14250.33,0
1600,PRODUCT_D,9991,14,9990,19,9989,20,9994,14,9995,19,9996,20,9993.45,0
1600,PRODUCT_D_OPTION,571,18,570,17,569,11,573,18,574,17,575,11,572.68,0
1600,PRODUCT_E,2008,13,2007,10,2006,11,2010,13,2011,10,2012,11,2009.11,0
1700,PRODUCT_A,10002,13,10001,17,10000,8,10004,13,10005,17,10006,8,10003.93,0
1700,PRODUCT_B,4993,14,4992,10,4991,11,4995,14,4996,10,4997,11,4994.69,0
1700,X,1504,28,1503,20,1502,18,1505,28,1506,20,1507,18,1504.77,0
1700,Y,806,19,805,18,804,24,807,19,808,18,809,24,806.61,0
1700,Z,3003,13,3002,15,3001,24,3005,13,3006,15,3007,24,3004.21,0
1700,PRODUCT_C,14306,8,14305,24,14304,17,14309,8,14310,24,14311,17,14307.55,0
1700,PRODUCT_D,9989,18,9988,11,9987,23,9992,18,9993,11,9994,23,9990.95,0
1700,PRODUCT_D_OPTION,531,16,530,16,529,7,533,16,534,16,535,7,532.71,0
1700,PRODUCT_E,2009,19,2008,10,2007,6,2011,19,2012,10,2013,6,2010.79,0
1800,PRODUCT_A,9999,13,9998,18,9997,14,10001,13,10002,18,10003,14,10000.12,0
1800,PRODUCT_B,4995,16,4994,17,4993,5,4997,16,4998,17,4999,5,4996.53,0
1800,X,1503,8,1502,10,1501,30,1504,8,1505,10,1506,30,1504.03,0
1800,Y,805,15,804,18,803,30,806,15,807,18,808,30,806.21,0
1800,Z,3003,10,3002,16,3001,12,3005,10,3006,16,3007,12,3004.57,0
1800,PRODUCT_C,14347,7,14346,11,14345,26,14350,7,14351,11,14352,26,14348.54,0
1800,PRODUCT_D,9992,16,9991,16,9990,9,9995,16,9996,16,9997,9,9993.55,0
1800,PRODUCT_D_OPTION,535,15,534,8,533,5,537,15,538,8,539,5,536.66,0
1800,PRODUCT_E,2007,15,2006,5,2005,15,2009,15,2010,5,2011,15,2008.61,0
1900,PRODUCT_A,9998,11,9997,19,9996,15,10000,11,10001,19,10002,15,9999.68,0
1900,PRODUCT_B,4998,12,4997,7,4996,17,5000,12,5001,7,5002,17,4999.62,0
1900,X,1503,14,1502,24,1501,11,1504,14,1505,24,1506,11,1504.46,0
1900,Y,803,21,802,11,801,8,804,21,805,11,806,8,804.49,0
1900,Z,3002,22,3001,13,3000,24,3004,22,3005,13,3006,24,3003.15,0
1900,PRODUCT_C,14371,30,14370,26,14369,7,14374,30,14375,26,14376,7,14372.98,0
1900,PRODUCT_D,9989,23,9988,25,9987,18,9992,23,9993,25,9994,18,9990.86,0
1900,PRODUCT_D_OPTION,505,18,504,15,503,15,507,18,508,15,509,15,506.15,0
1900,PRODUCT_E,2010,11,2009,11,2008,6,2012,11,2013,11,2014,6,2011.94,0
2000,PRODUCT_A,10000,20,9999,20,9998,6,10002,20,10003,20,10004,6,10001.6,0
2000,PRODUCT_B,5000,13,4999,18,4998,8,5002,13,5003,18,5004,8,5001.04,0
2000,X,1502,8,1501,19,1500,10,1503,8,1504,19,1505,10,1502.66,0
2000,Y,802,24,801,15,800,23,803,24,804,15,805,23,803.34,0
2000,Z,3000,17,2999,12,2998,23,3002,17,3003,12,3004,23,3001.05,0
2000,PRODUCT_C,14199,5,14198,14,14197,5,14202,5,14203,14,14204,5,14200.9,0
2000,PRODUCT_D,9988,25,9987,23,9986,5,9991,25,9992,23,9993,5,9990.19,0
2000,PRODUCT_D_OPTION,531,19,530,14,529,9,533,19,534,14,535,9,532.78,0
2000,PRODUCT_E,2006,17,2005,6,2004,6,2008,17,2009,6,2010,6,2007.5,0
2100,PRODUCT_A,9994,15,9993,5,9992,7,9996,15,9997,5,9998,7,9995.64,0
2100,PRODUCT_B,5000,20,4999,8,4998,18,5002,20,5003,8,5004,18,5001.42,0
2100,X,1503,28,1502,14,1501,13,1504,28,1505,14,1506,13,1504.43,0
2100,Y,802,15,801,29,800,16,803,15,804,29,805,16,802.97,0
2100,Z,2998,17,2997,7,2996,22,3000,17,3001,7,3002,22,2999.75,0
2100,PRODUCT_C,14173,29,14172,15,14171,20,14176,29,14177,15,14178,20,14174.56,0
2100,PRODUCT_D,9987,24,9986,6,9985,17,9990,24,9991,6,9992,17,9988.64,0
2100,PRODUCT_D_OPTION,495,14,494,19,493,20,497,14,498,19,499,20,496.81,0
2100,PRODUCT_E,2007,8,2006,16,2005,8,2009,8,2010,16,2011,8,2008.12,0
2200,PRODUCT_A,9998,5,9997,12,9996,6,10000,5,10001,12,10002,6,9999.06,0
2200,PRODUCT_B,5001,5,5000,9,4999,8,5003,5,5004,9,5005,8,5002.76,0
2200,X,1501,15,1500,27,1499,28,1502,15,1503,27,1504,28,1501.55,0
2200,Y,802,18,801,12,800,10,803,18,804,12,805,10,803.01,0
2200,Z,2998,7,2997,11,2996,16,3000,7,3001,11,3002,16,2999.91,0
2200,PRODUCT_C,14184,22,14183,5,14182,27,14187,22,14188,5,14189,27,14186.06,0
2200,PRODUCT_D,9985,6,9984,13,9983,6,9988,6,9989,13,9990,6,9987.43,0
2200,PRODUCT_D_OPTION,474,8,473,6,472,14,476,8,477,6,478,14,475.18,0
2200,PRODUCT_E,2007,7,2006,13,2005,15,2009,7,2010,13,2011,15,2008.98,0
2300,PRODUCT_A,10000,17,9999,13,9998,10,10002,17,10003,13,10004,10,10001.47,0
2300,PRODUCT_B,5002,9,5001,19,5000,8,5004,9,5005,19,5006,8,5003.98,0
2300,X,1501,9,1500,15,1499,9,1502,9,1503,15,1504,9,1502.03,0
2300,Y,803,29,802,23,801,18,804,29,805,23,806,18,803.85,0
2300,Z,2996,25,2995,19,2994,8,2998,25,2999,19,3000,8,2997.6,0
2300,PRODUCT_C,14138,21,14137,21,14136,12,14141,21,14142,21,14143,12,14139.62,0
2300,PRODUCT_D,9983,23,9982,20,9981,20,9986,23,9987,20,9988,20,9984.63,0
2300,PRODUCT_D_OPTION,453,13,452,15,451,20,455,13,456,15,457,20,454.41,0
2300,PRODUCT_E,2008,12,2007,7,2006,13,2010,12,2011,7,2012,13,2009.61,0
2400,PRODUCT_A,10001,14,10000,7,9999,16,10003,14,10004,7,10005,16,10002.62,0
2400,PRODUCT_B,5001,12,5000,11,4999,7,5003,12,5004,11,5005,7,5002.68,0
2400,X,1500,7,1499,20,1498,6,1501,7,1502,20,1503,6,1501.29,0
2400,Y,803,11,802,5,801,26,804,11,805,5,806,26,803.53,0
2400,Z,2997,11,2996,19,2995,17,2999,11,3000,19,3001,17,2998.26,0
2400,PRODUCT_C,14119,11,14118,20,14117,8,14122,11,14123,20,14124,8,14121.23,0
2400,PRODUCT_D,9985,15,9984,11,9983,23,9988,15,9989,11,9990,23,9986.8,0
2400,PRODUCT_D_OPTION,470,15,469,14,468,19,472,15,473,14,474,19,471.58,0
2400,PRODUCT_E,2008,9,2007,8,2006,9,2010,9,2011,8,2012,9,2009.62,0
2500,PRODUCT_A,9998,12,9997,16,9996,17,10000,12,10001,16,10002,17,9999.28,0
2500,PRODUCT_B,5004,19,5003,11,5002,17,5006,19,5007,11,5008,17,5005.25,0
2500,X,1503,11,1502,7,1501,13,1504,11,1505,7,1506,13,1503.53,0
2500,Y,803,18,802,10,801,26,804,18,805,10,806,26,804.21,0
2500,Z,2997,14,2996,23,2995,25,2999,14,3000,23,3001,25,2998.72,0
2500,PRODUCT_C,14168,8,14167,9,14166,19,14171,8,14172,9,14173,19,14169.76,0
2500,PRODUCT_D,9986,8,9985,8,9984,12,9989,8,9990,8,9991,12,9988.29,0
2500,PRODUCT_D_OPTION,438,5,437,19,436,10,440,5,441,19,442,10,439.68,0
2500,PRODUCT_E,2008,13,2007,5,2006,20,2010,13,2011,5,2012,20,2009.26,0
2600,PRODUCT_A,10000,19,9999,16,9998,13,10002,19,10003,16,10004,13,10001.13,0
2600,PRODUCT_B,5007,8,5006,7,5005,16,5009,8,5010,7,5011,16,5008.69,0
2600,X,1504,18,1503,11,1502,9,1505,18,1506,11,1507,9,1504.67,0
2600,Y,803,17,802,21,801,18,804,17,805,21,806,18,803.65,0
2600,Z,2996,21,2995,15,2994,6,2998,21,2999,15,3000,6,2997.64,0
2600,PRODUCT_C,14175,19,14174,13,14173,16,14178,19,14179,13,14180,16,14176.62,0
2600,PRODUCT_D,9986,8,9985,6,9984,25,9989,8,9990,6,9991,25,9988.43,0
2600,PRODUCT_D_OPTION,440,17,439,18,438,11,442,17,443,18,444,11,441.75,0
2600,PRODUCT_E,2000,14,1999,11,1998,17,2002,14,2003,11,2004,17,2001.53,0
2700,PRODUCT_A,9999,10,9998,13,9997,20,10001,10,10002,13,10003,20,10000.74,0
2700,PRODUCT_B,5011,18,5010,8,5009,6,5013,18,5014,8,5015,6,5012.65,0
2700,X,1501,25,1500,12,1499,8,1502,25,1503,12,1504,8,1501.54,0
2700,Y,803,12,802,8,801,6,804,12,805,8,806,6,804.47,0
2700,Z,2996,6,2995,23,2994,13,2998,6,2999,23,3000,13,2997.8,0
2700,PRODUCT_C,14157,12,14156,7,14155,22,14160,12,14161,7,14162,22,14159.39,0
2700,PRODUCT_D,9986,8,9985,13,9984,12,9989,8,9990,13,9991,12,9988.14,0
2700,PRODUCT_D_OPTION,375,17,374,17,373,17,377,17,378,17,379,17,376.26,0
2700,PRODUCT_E,1996,8,1995,12,1994,13,1998,8,1999,12,2000,13,1997.13,0
2800,PRODUCT_A,10001,20,10000,11,9999,10,10003,20,10004,11,10005,10,10002.35,0
2800,PRODUCT_B,5011,11,5010,16,5009,14,5013,11,5014,16,5015,14,5012.72,0
2800,X,1497,27,1496,24,1495,14,1498,27,1499,24,1500,14,1497.91,0
2800,Y,804,28,803,5,802,8,805,28,806,5,807,8,805.07,0
2800,Z,2997,10,2996,21,2995,24,2999,10,3000,21,3001,24,2998.57,0
2800,PRODUCT_C,14222,20,14221,28,14220,14,14225,20,14226,28,14227,14,14223.69,0
2800,PRODUCT_D,9984,12,9983,10,9982,15,9987,12,9988,10,9989,15,9986.22,0
2800,PRODUCT_D_OPTION,405,7,404,10,403,10,407,7,408,10,409,10,406.61,0
2800,PRODUCT_E,1999,15,1998,19,1997,9,2001,15,2002,19,2003,9,2000.12,0
2900,PRODUCT_A,9995,5,9994,20,9993,18,9997,5,9998,20,9999,18,9996.66,0
2900,PRODUCT_B,5012,15,5011,5,5010,10,5014,15,5015,5,5016,10,5013.36,0
2900,X,1495,13,1494,7,1493,10,1496,13,1497,7,1498,10,1496.41,0
2900,Y,805,26,804,29,803,5,806,26,807,29,808,5,805.92,0
2900,Z,2996,24,2995,16,2994,20,2998,24,2999,16,3000,20,2997.63,0
2900,PRODUCT_C,14201,23,14200,5,14199,20,14204,23,14205,5,14206,20,14202.67,0
2900,PRODUCT_D,9984,12,9983,20,9982,8,9987,12,9988,20,9989,8,9986.0,0
2900,PRODUCT_D_OPTION,325,6,324,5,323,14,327,6,328,5,329,14,326.53,0
2900,PRODUCT_E,2001,12,2000,10,1999,9,2003,12,2004,10,2005,9,2002.21,0
3000,PRODUCT_A,10000,8,9999,8,9998,14,10002,8,10003,8,10004,14,10001.7,0
3000,PRODUCT_B,5013,15,5012,19,5011,20,5015,15,5016,19,5017,20,5014.2,0
3000,X,1495,28,1494,16,1493,22,1496,28,1497,16,1498,22,1495.65,0
3000,Y,807,13,806,26,805,20,808,13,809,26,810,20,808.08,0
3000,Z,2997,13,2996,16,2995,19,2999,13,3000,16,3001,19,2998.72,0
3000,PRODUCT_C,14256,5,14255,16,14254,14,14259,5,14260,16,14261,14,14257.75,0
3000,PRODUCT_D,9982,15,9981,21,9980,24,9985,15,9986,21,9987,24,9984.19,0
3000,PRODUCT_D_OPTION,337,20,336,8,335,13,339,20,340,8,341,13,338.43,0
3000,PRODUCT_E,2005,5,2004,9,2003,18,2007,5,2008,9,2009,18,2006.28,0
3100,PRODUCT_A,9994,12,9993,9,9992,16,9996,12,9997,9,9998,16,9995.46,0
3100,PRODUCT_B,5013,20,5012,5,5011,12,5015,20,5016,5,5017,12,5014.19,0
3100,X,1494,23,1493,28,1492,27,1495,23,1496,28,1497,27,1495.37,0
3100,Y,807,18,806,16,805,11,808,18,809,16,810,11,807.66,0
3100,Z,2996,7,2995,11,2994,17,2998,7,2999,11,3000,17,2997.65,0
3100,PRODUCT_C,14244,25,14243,8,14242,13,14247,25,14248,8,14249,13,14246.22,0
3100,PRODUCT_D,9982,25,9981,22,9980,19,9985,25,9986,22,9987,19,9984.36,0
3100,PRODUCT_D_OPTION,351,10,350,13,349,16,353,10,354,13,355,16,352.85,0
3100,PRODUCT_E,2005,15,2004,17,2003,18,2007,15,2008,17,2009,18,2006.46,0
3200,PRODUCT_A,9991,13,9990,14,9989,11,9993,13,9994,14,9995,11,9992.14,0
3200,PRODUCT_B,5014,6,5013,15,5012,8,5016,6,5017,15,5018,8,5015.43,0
3200,X,1494,18,1493,30,1492,19,1495,18,1496,30,1497,19,1495.42,0
3200,Y,804,23,803,30,802,30,805,23,806,30,807,30,805.27,0
3200,Z,2997,16,2996,14,2995,8,2999,16,3000,14,3001,8,2998.53,0
3200,PRODUCT_C,14231,5,14230,20,14229,26,14234,5,14235,20,14236,26,14232.79,0
3200,PRODUCT_D,9983,9,9982,19,9981,9,9986,9,9987,19,9988,9,9985.15,0
3200,PRODUCT_D_OPTION,342,14,341,10,340,14,344,14,345,10,346,14,343.7,0
3200,PRODUCT_E,2010,20,2009,14,2008,7,2012,20,2013,14,2014,7,2011.53,0
3300,PRODUCT_A,9997,14,9996,5,9995,19,9999,14,10000,5,10001,19,9998.18,0
3300,PRODUCT_B,5014,6,5013,11,5012,14,5016,6,5017,11,5018,14,5015.19,0
3300,X,1495,23,1494,8,1493,6,1496,23,1497,8,1498,6,1496.43,0
3300,Y,804,20,803,14,802,5,805,20,806,14,807,5,805.15,0
3300,Z,2999,18,2998,16,2997,5,3001,18,3002,16,3003,5,3000.72,0
